# Alexandria ID,Compound,Formula,Charge,Multiplicity,CAS no.,ChemSpider ID,PubChem ID,StdInChI,InChIkey,DeltaHExp.,DeltaHError,DeltaHRef,DeltaHG4,S0Exp,S0Error,S0Ref,S0G4,Rotatable Bonds,Filename,Ring,PiStack,HBond,NumRotors,NumMethyl,SG
394,carbonyl difluoride,CF2O,0.0,1.0,353-50-4,9246,9623.0,InChI=1S/CF2O/c2-1(3)4,IYRWEQXVUNLMAY-UHFFFAOYSA-N,-638.9,0.0,22.0,-607.57,258.79,0.0,22.0,258.68,0.0,carbonyl-fluoride,0.0,0.0,0.0,0.0,0.0,0.0
395,chlorine fluoride,ClF,0.0,1.0,7790-89-8,109879,,InChI=1S/ClF/c1-2,,-55.23,0.0,24.0,-56.15,217.94,0.0,38.0,217.69,0.0,chlorine-fluoride,0.0,0.0,0.0,0.0,0.0,0.0
396,chlorine oxide,ClO,0.0,2.0,14989-30-1,145843,,InChI=1S/ClO/c1-2,,101.8,0.0,19.0,107.53,226.6,0.0,19.0,221.1,0.0,chlorine-oxide,0.0,0.0,0.0,0.0,0.0,0.0
397,molecular chlorine,Cl2,0.0,1.0,7782-50-5,22933,24526.0,InChI=1S/Cl2/c1-2,KZBUYRJDOAKODT-UHFFFAOYSA-N,0.0,0.0,24.0,2.4,222.97,0.0,22.0,217.11,0.0,chlorine,0.0,0.0,0.0,0.0,0.0,0.0
398,2-chloroacetyl chloride,C2H2Cl2O,0.0,1.0,79-04-9,13856283,6577.0,InChI=1S/C2H2Cl2O/c3-1-2(4)5/h1H2,VGCXGMAHQTYDJK-UHFFFAOYSA-N,-245.6,0.0,22.0,-243.24,326.0,0.0,22.0,323.36,1.0,chloroacetyl-chloride-gauche,0.0,0.0,0.0,1.0,0.0,0.0
399,chloroethyne,C2HCl,0.0,1.0,593-63-5,62197,68975.0,InChI=1S/C2HCl/c1-2-3/h1H,DIWKDXFZXXCDLF-UHFFFAOYSA-N,,,,227.27,242.0,0.0,19.0,241.17,0.0,chloroacetylene,0.0,0.0,0.0,0.0,0.0,0.0
400,chloroarsine,H2AsCl,0.0,1.0,,13479502,,InChI=1S/AsClH2/c1-2/h1H2,,,,,-9.97,,,,269.05,0.0,chloroarsine,0.0,0.0,0.0,0.0,0.0,0.0
401,chlorobenzene,C6H5Cl,0.0,1.0,108-90-7,7676,7964.0,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,MVPPADPHJFYWMZ-UHFFFAOYSA-N,51.09,0.0,22.0,49.99,314.03,0.0,22.0,318.94,0.0,chlorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
402,chloroborane,H2BCl,0.0,1.0,10388-28-0,124107,,InChI=1S/BClH2/c1-2/h1H2,,,,,-88.37,,,,240.09,0.0,chloroborane,0.0,0.0,0.0,0.0,0.0,0.0
403,chlorocyclohexane,C6H11Cl,0.0,1.0,542-18-7,10487,10952.0,"InChI=1S/C6H11Cl/c7-6-4-2-1-3-5-6/h6H,1-5H2",UNFUYWDGSFDHCW-UHFFFAOYSA-N,-163.7,0.0,19.0,-166.34,,,,342.32,0.0,chlorocyclohexane-axial,3.0,0.0,0.0,0.0,0.0,0.0
404,chloro(difluoro)methane,CHClF2,0.0,1.0,75-45-6,6132,6372.0,InChI=1S/CHClF2/c2-1(3)4/h1H,VOPWNXZWBYDODV-UHFFFAOYSA-N,-481.6,0.0,22.0,-481.55,280.86,0.0,22.0,281.31,0.0,chlorodifluoromethane,0.0,0.0,0.0,0.0,0.0,0.0
405,chloroethane,C2H5Cl,0.0,1.0,75-00-3,6097,6337.0,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3",HRYZWHHZPQKTII-UHFFFAOYSA-N,-112.3,0.0,22.0,-110.58,275.8,0.0,22.0,275.02,0.0,chloroethane,0.0,0.0,0.0,0.0,1.0,0.0
406,chloroethene,C2H3Cl,0.0,1.0,75-01-4,6098,6338.0,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",BZHJMEDXRYGGRV-UHFFFAOYSA-N,28.45,0.0,22.0,21.96,273.54,0.0,22.0,263.57,0.0,chloroethene,0.0,0.0,0.0,0.0,0.0,0.0
407,chloro(fluoro)methane,CH2ClF,0.0,1.0,593-70-4,11153,11643.0,InChI=1S/CH2ClF/c2-1-3/h1H2,XWCDCDSDNJVCLO-UHFFFAOYSA-N,-264.0,0.0,22.0,-262.96,264.3,0.0,22.0,264.46,0.0,chlorofluoromethane,0.0,0.0,0.0,0.0,0.0,0.0
408,chlorogermane,ClGeH3,0.0,1.0,13637-65-5,123041,139519.0,InChI=1S/ClGeH3/c1-2/h2H3,OWKFZBJFYBIPMX-UHFFFAOYSA-N,,,,-74.64,263.7,0.0,19.0,264.33,0.0,chlorogermane,0.0,0.0,0.0,0.0,0.0,0.0
409,chloromethane,CH3Cl,0.0,1.0,74-87-3,6087,6327.0,InChI=1S/CH3Cl/c1-2/h1H3,NEHMKBQYUWJMIP-UHFFFAOYSA-N,-85.7,0.0,22.0,-81.57,234.1,0.0,22.0,234.25,0.0,chloromethane,0.0,0.0,0.0,0.0,1.0,0.0
410,chloromethylbenzene,C7H7Cl,0.0,1.0,100-44-7,13840690,7503.0,"InChI=1S/C7H7Cl/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",KCXMKQUNVWSEMD-UHFFFAOYSA-N,18.7,0.0,22.0,27.52,361.0,0.0,22.0,357.24,1.0,chloromethylbenzene,0.0,0.0,0.0,1.0,0.0,0.0
411,"1-chloro-1,1,2,2,2-pentafluoroethane",C2ClF5,0.0,1.0,76-15-3,6190,6430.0,"InChI=1S/C2ClF5/c3-1(4,5)2(6,7)8",RFCAUADVODFSLZ-UHFFFAOYSA-N,-1123.0,0.0,22.0,-1133.98,357.7,0.0,22.0,358.73,0.0,chloropentafluoroethane,0.0,0.0,0.0,1.0,0.0,0.0
412,chlorophosphane,ClH2P,0.0,1.0,24567-53-1,142225,161938.0,InChI=1S/ClH2P/c1-2/h2H2,USJRLGNYCQWLPF-UHFFFAOYSA-N,,,,-65.59,,,,256.11,0.0,chlorophosphine,0.0,0.0,0.0,0.0,0.0,0.0
413,chlorosilane,SiH3Cl,0.0,1.0,13465-78-6,55530,,InChI=1S/ClH3Si/c1-2/h2H3,,-141.84,0.0,38.0,-136.8,250.75,0.0,38.0,250.76,0.0,chlorosilane,0.0,0.0,0.0,0.0,0.0,0.0
414,"1-chloro-1,2,2-trifluoroethene",C2ClF3,0.0,1.0,79-38-9,6345,6594.0,InChI=1S/C2ClF3/c3-1(4)2(5)6,UUAGAQFQZIEFAH-UHFFFAOYSA-N,-505.4,0.0,38.0,-507.47,322.11,0.0,22.0,321.58,0.0,chlorotrifluoroethene,0.0,0.0,0.0,0.0,0.0,0.0
415,chloro(trifluoro)methane,CClF3,0.0,1.0,75-72-9,6152,6392.0,"InChI=1S/CClF3/c2-1(3,4)5",AFYPFACVUDMOHA-UHFFFAOYSA-N,-707.93,0.0,22.0,-709.04,285.24,0.0,22.0,285.74,0.0,chlorotrifluoromethane,0.0,0.0,0.0,0.0,0.0,0.0
416,chloro(trifluoro)silane,ClF3Si,0.0,1.0,14049-36-6,123179,139671.0,"InChI=1S/ClF3Si/c1-5(2,3)4",WOLDFAYTXKMDAQ-UHFFFAOYSA-N,-1317.96,0.0,38.0,-1372.81,308.67,0.0,38.0,307.38,0.0,chlorotrifluorosilane,0.0,0.0,0.0,0.0,0.0,0.0
417,chloro(trimethyl)silane,C3H9ClSi,0.0,1.0,127290-36-2,6157,6397.0,"InChI=1S/C3H9ClSi/c1-5(2,3)4/h1-3H3",IJOOHPMOJXWVHK-UHFFFAOYSA-N,-352.79,0.0,22.0,-350.35,369.0,0.0,22.0,372.17,0.0,chlorotrimethylsilane,0.0,0.0,0.0,0.0,3.0,0.0
418,"(Z)-1,2-dichloroethene",C2H2Cl2,0.0,1.0,156-59-2,558928,643833.0,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-,KFUSEUYYWQURPO-UPHRSURJSA-N,3.77,0.0,22.0,-0.37,289.5,0.0,22.0,289.45,0.0,cis-12-dichloroethene,0.0,0.0,0.0,0.0,0.0,0.0
419,"cis-1,2-difluoroethene",C2H2F2,0.0,1.0,1691-13-0,14154,,InChI=1S/C2H2F2/c3-1-2-4/h1-2H,,-322.2,0.0,38.0,-308.63,268.81,0.0,38.0,274.27,0.0,cis-12-difluoroethene,0.0,0.0,0.0,0.0,0.0,0.0
420,(Z)-but-2-en-1-ol,C4H8O,0.0,1.0,4088-60-2,558887,643789.0,"InChI=1S/C4H8O/c1-2-3-4-5/h2-3,5H,4H2,1H3/b3-2-",WCASXYBKJHWFMY-IHWYPQMZSA-N,,,,-151.26,,,,326.34,1.0,cis-2-buten-1-ol,0.0,0.0,0.0,1.0,1.0,0.0
421,(Z)-but-2-ene,C4H8,0.0,1.0,590-18-1,4449912,5287573.0,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3-",IAQRGUVFOMOMEM-ARJAWSKDSA-N,-7.4,0.0,22.0,-5.07,301.2,0.0,22.0,300.87,0.0,cis-2-butene,0.0,0.0,0.0,0.0,2.0,0.0
422,"(1R,3S)-3-methylcyclohexan-1-ol",C7H14O,0.0,1.0,5454-79-5,20301,21599.0,"InChI=1S/C7H14O/c1-6-3-2-4-7(8)5-6/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",HTSABYAWKQAHBT-NKWVEPMBSA-N,-350.9,0.0,22.0,-310.64,385.3,0.0,22.0,361.53,0.0,cis-3-methylcyclohexanol,3.0,0.0,0.0,0.0,1.0,0.0
423,"(1S,3R)-3-methylcyclohexan-1-ol",C7H14O,0.0,1.0,7443-55-2,556902,229503.0,"InChI=1S/C7H14O/c1-6-3-2-4-7(8)5-6/h6-8H,2-5H2,1H3/t6-,7+/m1/s1",HTSABYAWKQAHBT-RQJHMYQMSA-N,-329.1,0.0,22.0,-321.76,385.3,0.0,22.0,363.97,0.0,trans-3-methylcyclohexanol,3.0,0.0,0.0,0.0,1.0,0.0
425,cyanamide,CH2N2,0.0,1.0,65931-45-5,9480,9864.0,InChI=1S/CH2N2/c2-1-3/h2H2,XZMCDFZZKTWFGF-UHFFFAOYSA-N,,,,135.24,,,,247.25,0.0,cyanamide,0.0,0.0,0.0,0.0,0.0,0.0
426,prop-2-ynenitrile,C3HN,0.0,1.0,1070-71-9,13436,,InChI=1S/C3HN/c1-2-3-4/h1H,,380.0,0.0,38.0,371.84,,,,248.36,0.0,cyanoacetylene,0.0,0.0,0.0,0.0,0.0,0.0
427,carbononitridic chloride,CClN,0.0,1.0,506-77-4,10045,10477.0,InChI=1S/CClN/c2-1-3,QPJDMGCKMHUXFD-UHFFFAOYSA-N,137.65,4.18,27.0,130.82,235.56,0.0,38.0,234.74,0.0,cyanogen-chloride,0.0,0.0,0.0,0.0,0.0,0.0
428,carbononitridic fluoride,CFN,0.0,1.0,1495-50-7,120749,137036.0,InChI=1S/CFN/c2-1-3,CPPKAGUPTKIMNP-UHFFFAOYSA-N,35.98,0.0,38.0,7.82,225.4,0.0,38.0,222.92,0.0,cyanogen-fluoride,0.0,0.0,0.0,0.0,0.0,0.0
430,cyclobutanecarbonitrile,C5H7N,0.0,1.0,4426:11:4,70524,78148.0,"InChI=1S/C5H7N/c6-4-5-2-1-3-5/h5H,1-3H2",GFBLFDSCAKHHGX-UHFFFAOYSA-N,147.4,0.0,19.0,154.17,,,,315.35,0.0,cyclobutanenitrile,1.0,0.0,0.0,0.0,0.0,0.0
432,cyclobutene,C4H6,0.0,1.0,822-35-5,63164,69972.0,"InChI=1S/C4H6/c1-2-4-3-1/h1-2H,3-4H2",CFBGXYDUODCMNS-UHFFFAOYSA-N,156.48,1.67,24.0,162.41,262.06,0.0,38.0,267.45,0.0,cyclobutene,0.0,0.0,0.0,0.0,0.0,0.0
433,cyclohexane,C6H12,0.0,1.0,110-82-7,7787,8078.0,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,XDTMQSROBMDMFD-UHFFFAOYSA-N,-123.3,0.0,22.0,-121.08,297.28,0.0,22.0,297.55,0.0,cyclohexane,3.0,0.0,0.0,0.0,0.0,0.0
434,cyclohexanone,C6H10O,0.0,1.0,108-94-1,7679,7967.0,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,JHIVVAPYMSGYDF-UHFFFAOYSA-N,-226.1,0.0,22.0,-228.64,334.26,0.0,22.0,333.0,0.0,cyclohexanone,3.0,0.0,0.0,0.0,0.0,0.0
435,cyclohexene,C6H10,0.0,1.0,110-83-8,7788,8079.0,"InChI=1S/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2",HGCIXCUEYOPUTN-UHFFFAOYSA-N,-4.6,0.0,22.0,-2.99,310.52,0.0,22.0,309.3,0.0,cyclohexene,2.0,0.0,0.0,0.0,0.0,0.0
436,cyclohexanamine,C6H13N,0.0,1.0,108-91-8,7677,7965.0,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",PAFZNILMFXTMIY-UHFFFAOYSA-N,-104.9,0.0,22.0,-102.93,351.0,0.0,22.0,338.44,0.0,cyclohexylamine,3.0,0.0,0.0,0.0,0.0,0.0
438,cyclopentanone,C5H8O,0.0,1.0,120-92-3,8141,8452.0,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2,BGTOWKSIORTVQH-UHFFFAOYSA-N,-194.1,0.0,22.0,-193.05,315.6,0.0,22.0,313.59,0.0,cyclopentanone,2.0,0.0,0.0,0.0,0.0,0.0
439,cyclopentene,C5H8,0.0,1.0,142-29-0,8544,8882.0,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2",LPIQUOYDBNQMRZ-UHFFFAOYSA-N,32.3,0.0,22.0,37.25,291.27,0.0,22.0,290.77,0.0,cyclopentene,1.0,0.0,0.0,0.0,0.0,0.0
440,cyclopropanone,C3H4O,0.0,1.0,5009-27-8,122027,138404.0,InChI=1S/C3H4O/c4-3-1-2-3/h1-2H2,VBBRYJMZLIYUJQ-UHFFFAOYSA-N,-6.0,0.0,38.0,18.68,,,,271.0,0.0,cyclopropanone,0.0,0.0,0.0,0.0,0.0,0.0
441,cyclopropene,C3H4,0.0,1.0,2781-85-3,109788,123173.0,"InChI=1S/C3H4/c1-2-3-1/h1-2H,3H2",OOXWYYGXTJLWHA-UHFFFAOYSA-N,276.98,2.51,24.0,284.04,,,,248.08,0.0,cyclopropene,0.0,0.0,0.0,0.0,0.0,0.0
442,cyclopropanamine,C3H7N,0.0,1.0,765-30-0,63025,69828.0,"InChI=1S/C3H7N/c4-3-1-2-3/h3H,1-2,4H2",HTJDQJBWANPRPF-UHFFFAOYSA-N,77.37,0.0,22.0,76.63,284.7,0.0,22.0,279.11,0.0,cyclopropylamine,0.0,0.0,0.0,0.0,0.0,0.0
443,(2R)-2-amino-3-sulfanylpropanoic acid,C3H7NO2S,0.0,1.0,52-90-4,5653,5862.0,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",XUJNEKJLAYXESH-REOHCLBHSA-N,,,,-374.37,,,,371.35,2.0,cysteine,0.0,0.0,0.0,2.0,0.0,0.0
444,6-amino-1H-pyrimidin-2-one,C4H5N3O,0.0,1.0,71-30-7,577,597.0,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",OPTASPLRGRRNAP-UHFFFAOYSA-N,,,,-67.89,,,,336.7,0.0,cytosine,0.0,0.0,0.0,0.0,0.0,0.0
445,decane,C10H22,0.0,1.0,124-18-5,14840,15600.0,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",DIOQZVSQGTUSAI-UHFFFAOYSA-N,-249.46,0.0,22.0,-253.23,545.7,0.0,22.0,497.82,7.0,decane,0.0,0.0,0.0,7.0,2.0,0.0
446,4-hydroxy-4-methylpentan-2-one,C6H12O2,0.0,1.0,123-42-2,13838151,31256.0,"InChI=1S/C6H12O2/c1-5(7)4-6(2,3)8/h8H,4H2,1-3H3",SWXVUIWOUIDPGS-UHFFFAOYSA-N,-463.1,0.0,22.0,-462.9,438.5,0.0,22.0,403.93,2.0,diacetone-alcohol,0.0,0.0,2.0,2.0,3.0,0.0
447,diazomethane,CH2N2,0.0,1.0,334-88-3,9176,9550.0,InChI=1S/CH2N2/c1-3-2/h1H2,YXHKONLOYHBTNS-UHFFFAOYSA-N,,,,265.74,242.9,0.0,19.0,247.81,0.0,diazomethane,0.0,0.0,0.0,0.0,0.0,0.0
448,dibromoarsine,AsBr2H,0.0,1.0,,,,InChI=1S/AsBr2H/c2-1-3/h1H,,,,,-35.18,,,,328.35,0.0,dibromoarsine,0.0,0.0,0.0,0.0,0.0,0.0
449,dibromoborane,HBBr2,0.0,1.0,13709-65-4,123079,,InChI=1S/BBr2H/c2-1-3/h1H,,,,,-128.62,,,,296.94,0.0,dibromoborane,0.0,0.0,0.0,0.0,0.0,0.0
450,dibromo(difluoro)methane,CBr2F2,0.0,1.0,75-61-6,6142,6382.0,"InChI=1S/CBr2F2/c2-1(3,4)5",AZSZCFSOHXEJQE-UHFFFAOYSA-N,-386.6,0.0,22.0,-380.72,325.24,0.0,22.0,326.13,0.0,dibromodifluoromethane,0.0,0.0,0.0,0.0,0.0,0.0
451,dibromomethane,CH2Br2,0.0,1.0,74-95-3,2916,3024.0,InChI=1S/CH2Br2/c2-1-3/h1H2,FJBFPHVGVWTDIP-UHFFFAOYSA-N,-14.8,0.0,38.0,4.57,292.96,0.0,22.0,293.71,0.0,dibromomethane,0.0,0.0,0.0,0.0,0.0,0.0
452,N-butylbutan-1-amine,C8H19N,0.0,1.0,111-92-2,7856,8148.0,"InChI=1S/C8H19N/c1-3-5-7-9-8-6-4-2/h9H,3-8H2,1-2H3",JQVDAXLFBXTEQA-UHFFFAOYSA-N,-156.6,0.0,22.0,-156.47,508.0,0.0,22.0,463.3,6.0,dibutylamine,0.0,0.0,0.0,6.0,2.0,0.0
453,dichloroarsine,HAsCl2,0.0,1.0,,14610218,,InChI=1S/AsCl2H/c2-1-3/h1H,,,,,-121.5,,,,304.47,0.0,dichloroarsine,0.0,0.0,0.0,0.0,0.0,0.0
454,dichloroborane,HBCl2,0.0,1.0,10325-39-0,59688,,InChI=1S/BCl2H/c2-1-3/h1H,,,,,-259.27,,,,273.84,0.0,dichloroborane,0.0,0.0,0.0,0.0,0.0,0.0
455,dichloro(difluoro)methane,CCl2F2,0.0,1.0,75-71-8,6151,6391.0,"InChI=1S/CCl2F2/c2-1(3,4)5",PXBRQCKWGAHEHS-UHFFFAOYSA-N,-491.62,0.0,22.0,-493.47,300.88,0.0,22.0,301.64,0.0,dichlorodifluoromethane,0.0,0.0,0.0,0.0,0.0,0.0
456,dichloro(fluoro)methane,CHCl2F,0.0,1.0,75-43-4,6130,6370.0,InChI=1S/CHCl2F/c2-1(3)4/h1H,UMNKXPULIDJLSU-UHFFFAOYSA-N,-283.3,0.0,22.0,-283.08,293.15,0.0,22.0,293.52,0.0,dichlorofluoromethane,0.0,0.0,0.0,0.0,0.0,0.0
457,dichloromethane,CH2Cl2,0.0,1.0,75-09-2,6104,6344.0,InChI=1S/CH2Cl2/c2-1-3/h1H2,YMWUJEATGCHHMB-UHFFFAOYSA-N,-95.52,0.0,22.0,-93.03,270.18,0.0,22.0,270.36,0.0,dichloromethane,0.0,0.0,0.0,0.0,0.0,0.0
458,dichloromethylbenzene,C7H6Cl2,0.0,1.0,98-87-3,13882337,7411.0,"InChI=1S/C7H6Cl2/c8-7(9)6-4-2-1-3-5-6/h1-5,7H",CAHQGWAXKLQREW-UHFFFAOYSA-N,13.0,0.0,22.0,7.57,386.0,0.0,22.0,384.42,1.0,dichloromethylbenzene,0.0,0.0,0.0,1.0,0.0,0.0
460,dichlorophosphane,Cl2HP,0.0,1.0,,10759952,,InChI=1S/Cl2HP/c1-3-2/h3H,,,,,-164.29,,,,290.71,0.0,dichlorophosphine,0.0,0.0,0.0,0.0,0.0,0.0
461,dichlorosilane,Cl2H2Si,0.0,1.0,4109-96-0,55266,,InChI=1S/Cl2H2Si/c1-3-2/h3H2,,-320.49,0.0,22.0,-312.43,286.62,0.0,22.0,292.92,0.0,dichlorosilane,0.0,0.0,0.0,0.0,0.0,0.0
462,methanimine,CH3N,0.0,1.0,2053-29-4,109754,123139.0,"InChI=1S/CH3N/c1-2/h2H,1H2",WDWDWGRYHDPSDS-UHFFFAOYSA-N,,,,87.43,,,,226.98,0.0,methanimine,0.0,0.0,0.0,0.0,0.0,0.0
463,2-(2-hydroxyethylamino)ethanol,C4H11NO2,0.0,1.0,111-42-2,13835604,8113.0,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2",ZBCBWPMODOFKDW-UHFFFAOYSA-N,-408.47,0.0,22.0,-369.25,429.0,0.0,22.0,389.18,4.0,diethanolamine,0.0,0.0,0.0,4.0,0.0,0.0
464,N-ethylethanamine,C4H11N,0.0,1.0,109-89-7,7730,8021.0,"InChI=1S/C4H11N/c1-3-5-4-2/h5H,3-4H2,1-2H3",HPNMFZURTQLUMO-UHFFFAOYSA-N,-71.42,0.0,22.0,-73.39,352.2,0.0,22.0,334.79,2.0,diethylamine,0.0,0.0,0.0,2.0,2.0,0.0
465,2-(2-ethoxyethoxy)ethanol,C6H14O3,0.0,1.0,111-90-0,13839107,8146.0,"InChI=1S/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3",XXJWXESWEXIICW-UHFFFAOYSA-N,-565.0,0.0,22.0,-559.64,517.0,0.0,22.0,460.11,6.0,diethylene-glycol-monoethyl-ether,0.0,0.0,0.0,6.0,1.0,0.0
466,2-(2-methoxyethoxy)ethanol,C5H12O3,0.0,1.0,111-77-3,13839440,8134.0,"InChI=1S/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3",SBASXUCJHJRPEV-UHFFFAOYSA-N,-530.0,0.0,22.0,-525.5,476.0,0.0,22.0,427.82,5.0,diethylene-glycol-monomethyl-ether,0.0,0.0,0.0,5.0,1.0,0.0
467,1-methoxy-2-(2-methoxyethoxy)ethane,C6H14O3,0.0,1.0,111-96-6,13839575,8150.0,"InChI=1S/C6H14O3/c1-7-3-5-9-6-4-8-2/h3-6H2,1-2H3",SBZXBUIDTXKZTM-UHFFFAOYSA-N,-511.0,0.0,22.0,-509.81,503.0,0.0,22.0,459.24,6.0,diethylene-glycol-dimethyl-ether,0.0,0.0,0.0,6.0,2.0,0.0
468,(2-hydroxyethoxy)ethan-2-ol,C4H10O3,0.0,1.0,111-46-6,13835180,,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",,-546.4,0.0,22.0,-541.18,440.0,0.0,22.0,396.44,4.0,diethylene-glycol,0.0,0.0,0.0,4.0,0.0,0.0
469,"N'-(2-aminoethyl)ethane-1,2-diamine",C4H13N3,0.0,1.0,111-40-0,13835401,8111.0,"InChI=1S/C4H13N3/c5-1-3-7-4-2-6/h7H,1-6H2",RPNUMPOLZDHAAY-UHFFFAOYSA-N,-5.86,0.0,22.0,2.77,444.0,0.0,22.0,396.3,4.0,diethylenetriamine,0.0,0.0,0.0,4.0,0.0,0.0
470,diethyl oxalate,C6H10O4,0.0,1.0,95-92-1,6998,7268.0,"InChI=1S/C6H10O4/c1-3-9-5(7)6(8)10-4-2/h3-4H2,1-2H3",WYACBZDAHNBPPB-UHFFFAOYSA-N,-747.2,0.0,22.0,-754.04,527.0,0.0,22.0,460.2,5.0,diethyl-oxalate,0.0,0.0,0.0,5.0,2.0,0.0
471,ethylsulfanylethane,C4H10S,0.0,1.0,352-93-2,9233,9609.0,"InChI=1S/C4H10S/c1-3-5-4-2/h3-4H2,1-2H3",LJSQFQKUNVCTIA-UHFFFAOYSA-N,-83.56,0.0,22.0,-84.31,368.1,0.0,22.0,355.74,2.0,diethyl-sulfide,0.0,0.0,0.0,2.0,2.0,0.0
472,difluoramine,F2HN,0.0,1.0,10405-27-3,23575,,InChI=1S/F2HN/c1-3-2/h3H,,,,,-61.06,252.8,0.0,19.0,252.36,0.0,difluoramine,0.0,0.0,0.0,0.0,0.0,0.0
473,difluoroarsine,AsF2H,0.0,1.0,,,,InChI=1S/AsF2H/c2-1-3/h1H,,,,,-464.15,,,,278.61,0.0,difluoroarsine,0.0,0.0,0.0,0.0,0.0,0.0
474,difluoroborane,BF2H,0.0,1.0,7240-74-6,123085,,InChI=1S/BF2H/c2-1-3/h1H,,,,,-739.72,,,,244.25,0.0,difluoroborane,0.0,0.0,0.0,0.0,0.0,0.0
475,difluoromethane,CH2F2,0.0,1.0,75-10-5,6105,6345.0,InChI=1S/CH2F2/c2-1-3/h1H2,RWRIWBAIICGTTQ-UHFFFAOYSA-N,-452.3,0.0,22.0,-451.29,246.58,0.0,22.0,252.14,0.0,difluoromethane,0.0,0.0,0.0,0.0,0.0,0.0
476,difluoromethene,CF2,0.0,1.0,2154-59-8,4937497,,InChI=1S/CF2/c1-2-3-1,,,,,-194.39,,,,240.66,0.0,difluoromethene,0.0,0.0,0.0,0.0,0.0,0.0
478,difluorophosphane,F2HP,0.0,1.0,13873-52-4,123149,139636.0,InChI=1S/F2HP/c1-3-2/h3H,VVRKSAMWBNJDTH-UHFFFAOYSA-N,,,,-572.51,,,,264.75,0.0,difluorophosphine,0.0,0.0,0.0,0.0,0.0,0.0
479,difluorosilane,F2H2Si,0.0,1.0,13824-36-7,109934,123331.0,InChI=1S/F2H2Si/c1-3-2/h3H2,PUUOOWSPWTVMDS-UHFFFAOYSA-N,-790.78,0.0,38.0,-775.01,262.12,0.0,38.0,267.94,0.0,difluorosilane,0.0,0.0,0.0,0.0,0.0,0.0
480,difluorosilicon,F2Si,0.0,1.0,13966-66-0,4885757,6327229.0,InChI=1S/F2Si/c1-3-2,MGNHOGAVECORPT-UHFFFAOYSA-N,-619.0,0.0,19.0,-636.21,252.7,0.0,19.0,256.72,0.0,difluorosilylene,0.0,0.0,0.0,0.0,0.0,0.0
481,5-methyl-3H-furan-2-one,C5H6O2,0.0,1.0,591-12-8,11071,11559.0,"InChI=1S/C5H6O2/c1-4-2-3-5(6)7-4/h2H,3H2,1H3",QOTQFLOTGBBMEX-UHFFFAOYSA-N,,,,-301.89,,,,328.6,0.0,5-methyl-2-3H-furanone,0.0,0.0,0.0,0.0,1.0,0.0
482,carbonic acid,CH2O3,0.0,1.0,463-79-6,747,767.0,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)",BVKZGUZCCUSVTD-UHFFFAOYSA-N,,,,-570.04,,,,277.48,0.0,dihydrogen-carbonate,0.0,0.0,0.0,0.0,0.0,0.0
483,dihydrogen phosphate,H2O4P-,-1.0,1.0,,978,1003.0,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-1",NBIIXXVUZAFLBC-UHFFFAOYSA-M,,,,-1288.28,,,,311.56,0.0,dihydrogen-phosphate,0.0,0.0,0.0,0.0,0.0,0.0
484,sulfuric acid,H2O4S,0.0,1.0,7664-93-9,1086,1118.0,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",QAOWNCQODCNURD-UHFFFAOYSA-N,-735.2,0.0,22.0,-719.13,298.7,0.0,22.0,303.69,0.0,dihydrogen-sulfate,0.0,0.0,0.0,0.0,0.0,0.0
485,dihydroxy-fluorophosphine,FH2O2P,0.0,1.0,14939-29-8,10454429,,"InChI=1S/FH2O2P/c1-4(2)3/h4H,(H,2,3)",,,,,-833.54,,,,301.75,0.0,dihydroxy-fluorophosphine,0.0,0.0,0.0,0.0,0.0,0.0
